question,answer,image_id
Cuál es el objeto en la mesa,reloj,image923
Cuál es el objeto en el suelo frente a la pared,gabinete,image923
Cuántas puertas están abiertas,2,image925
"Cuál es el objeto en el piso, lado izquierdo de la pared",silla,image925
Cuál es el objeto más grande,gabinete,image925
Cuántas almohadas hay en la cama,1,image927
Qué objetos hay en la cama,"almohada, manta",image927
Cuál es el objeto en el piso derecho de la cama,cubo_de_basura,image928
Cuál es el objeto en el piso derecho del basurero,silla,image928
Cuál es el objeto en el suelo cerca de la pared,gabinete,image928
Cuántas camas hay,2,image931
Cuáles son los objetos en la mesa,"ventilador, lámpara, libros",image931
Cuál es el objeto en el suelo frente al gabinete,cubo_de_basura,image931
Cuál es el objeto más grande,cama,image932
Cuáles son los objetos en el escritorio,"lámpara, libros",image932
Cuál es el objeto cerca de la pared sobre la cama,ventana,image932
Qué objetos hay en la cama,"almohada, manta, peluche",image937
Cuáles son los objetos en el taburete derecho de la cama,"toalla, teléfono, juguete",image937
Cuál es el objeto cerca de la pared sobre el taburete,ventana,image937
Cuál es el objeto en la cama,almohada,image940
Cuál es el objeto en el piso a la izquierda de la cama,gabinete,image940
Cuál es el objeto más grande,cama,image941
Cuáles son los objetos en el escritorio,"lámpara, libros",image941
Cuál es el objeto en el piso a la izquierda de la cama,gabinete,image941
Cuál es el objeto más grande,cama,image953
Qué es el objeto de la manta,ropa,image953
Cuáles son los objetos en el estante,libros,image953
Cuántas sillas hay,1,image957
Cuál es el objeto en el suelo detrás del clar,cama,image957
Cuál es el objeto cerca de la pared,ropa,image957
Cuál es el objeto en el taburete,lámpara,image962
Cuál es el objeto en el piso a la izquierda del taburete,cama,image962
Cuál es el objeto cerca de la pared sobre el taburete,imagen,image962
Cuál es el objeto en la estera de ejercicio enrollada,pelota,image966
Cuál es el objeto en el estante del medio,libros,image966
Cuál es el objeto cerca de la pared,imagen,image966
Cuál es el objeto en el piso a la izquierda del gabinete,silla,image967
Cuál es el objeto en el piso derecho de la silla,gabinete,image967
Cuál es el objeto cerca de la pared detrás de la mesa,ventana,image971
Cuál es el objeto más grande,cama,image971
Qué es el juguete en la mesa,peluche,image971
Cuántas puertas hay,1,image973
Cuál es el objeto cerca de la pared,imagen,image973
Cuál es el objeto en el piso debajo de la imagen,gabinete,image973
Cuál es el objeto en el suelo cerca de la pared,imagen,image975
Cuál es el objeto en la mesa,peluche,image975
Cuántas bolsas hay en el suelo,2,image975
Cuál es el objeto en el suelo cerca de la pared,imagen,image976
Cuál es el objeto más grande,cama,image976
Qué objetos hay en la cama,"almohada, manta",image976
Cuáles son los objetos en los estantes,libros,image979
Cuál es el objeto cerca de la pared derecha de la estantería,ventana,image979
Cuál es el objeto en el suelo frente a la ventana,mesa,image979
Cuál es el objeto más grande,cama,image980
Cuál es el objeto en el suelo frente a la ventana,piano,image980
Cuál es el objeto en el taburete,televisión,image980
Cuál es el objeto en el taburete,lámpara,image982
Cuál es el objeto cerca de la pared sobre la mesa,espejo,image982
Cuáles son los objetos en la mesa,libros,image982
Cuál es el objeto más grande de la mesa,lámpara,image986
Cuál es el objeto más grande,cama,image986
Cuántas sillas hay,1,image986
Cuál es el objeto en el taburete,libros,image987
Cuál es el objeto más grande,cama,image987
Cuál es el objeto en el piso a la izquierda del taburete,altavoz,image987
Cuál es el objeto más grande de la mesa,lámpara,image988
Cuántas sillas hay,1,image988
Cuál es el objeto en la cama,almohada,image988
Cuál es el objeto cerca del bastidor,foto,image989
Cuál es el objeto más grande,cama,image989
Cuál es el objeto en el piso a la izquierda de la cama,silla,image989
Cuál es el objeto en el piso derecho de la estantería,cubo_de_basura,image990
Cuál es el objeto cerca de la pared,espejo,image990
Cuáles son los objetos en el estante,libros,image990
Cuál es el objeto en el taburete,lámpara,image992
Cuál es el objeto cerca de la pared,cartel_pizarra,image992
Cuál es el objeto en el suelo,cama,image992
Cuántas lámparas hay,2,image996
Cuál es el objeto más grande,cama,image996
Cuál es el objeto en el piso derecho de la cama,taburete,image996
Cuál es el objeto más grande,cama,image998
Cuál es el objeto en el piso derecho de la cama,taburete,image998
Cuál es el objeto en el taburete,lámpara,image998
Cuál es el objeto en el suelo frente al gabinete,libros,image998
Cuál es el objeto en el estante,musica_estereo,image1001
Cuál es el objeto que queda de la estantería,peluche,image1001
Cuántas puertas están abiertas,1,image1004
Cuál es el objeto en el suelo frente a la pared,gabinete,image1004
Cuál es el objeto más grande,cama,image1004
Cuál es el objeto cerca de la pared,imagen,image1007
Cuál es el objeto más grande,cama,image1007
Qué objetos hay en la cama,ropa,image1007
Cuál es el objeto cerca de la pared,imagen,image1014
Cuál es el objeto más grande,cama,image1014
Qué objetos hay en la cama,"almohada, manta",image1014
Cuál es el objeto cerca de la pared,imagen,image1019
Cuántas camas hay,2,image1019
Cuántas puertas están abiertas,1,image1019
Cuántas camas hay,2,image1020
Qué objetos hay en la cama,"almohada, manta",image1020
Cuál es el objeto en el suelo en la esquina,taburete,image1020
Cuál es el objeto más grande de la mesa,lámpara,image1021
Cuántas camas hay,1,image1021
Cuál es el objeto en la mesa delante de la lámpara,archivo,image1021
Cuál es el objeto más grande,cama,image1022
Cuál es el objeto cerca de la pared,imagen,image1022
Cuál es el objeto en el taburete,lámpara,image1022
Cuál es el objeto cerca de la pared,imagen,image1026
Cuál es el objeto en el suelo frente a la pared,sofá,image1026
Cuál es el objeto cerca de la puerta,pomo_de_la_puerta,image1026
Cuál es el objeto en el piso a la izquierda de la cama,taburete,image1027
Cuál es el objeto más grande,cama,image1027
Cuál es el objeto en el taburete,lámpara,image1027
Cuál es el objeto más grande,cama,image1029
Cuál es el objeto en el taburete,lámpara,image1029
Cuál es el objeto cerca de la pared,imagen,image1029
Cuál es el objeto en el suelo frente a la pared,cama,image1032
Cuántas sillas hay,1,image1032
Qué objetos hay en la cama,"almohada, manta",image1032
Cuál es el objeto en el suelo frente a la pared,cama,image1036
Cuál es el objeto cerca de la caja de tejidos,pañuelos,image1036
Qué objetos hay en la cama,"almohada, manta",image1036
Cuántas puertas están abiertas,1,image1037
Cuál es el objeto de la silla,ropa,image1037
Cuál es el objeto en el suelo cerca de la pared,gabinete,image1037
Cuál es el objeto más grande,cama,image1039
Cuál es el objeto en el suelo frente a la cama,chaqueta,image1039
Cuál es el objeto cerca de la cama,escalera,image1039
Cuántas sillas hay,1,image1040
Cuáles son los objetos en los estantes,libros,image1040
Cuál es el objeto en el suelo frente a la pared,cama,image1040
Cuántas camas hay,2,image1042
Cuál es el objeto cerca de la pared,imagen,image1042
Cuál es el objeto en el suelo frente a la pared,gabinete,image1042
Cuál es el objeto en el suelo frente a la pared,gabinete,image1043
Cuál es el objeto en el piso derecho del gabinete,cama,image1043
Cuál es el objeto cerca de las estanterías,zapato,image1051
Cuál es el objeto en el suelo frente a la pared,gabinete,image1051
Cuál es el objeto en el suelo delante de los zapatos,cubo_de_basura,image1051
Qué objetos hay en la cama,"almohada, manta",image1052
Cuál es el objeto cerca de la pared,imagen,image1052
Cuál es el objeto más grande,cama,image1052
Cuántas sillas hay,1,image1053
Cuál es el objeto de la silla,chaqueta,image1053
Cuál es el objeto en el suelo frente a la pared,gabinete,image1055
Cuál es el objeto en el piso a la izquierda del gabinete,escalera,image1055
Cuál es el objeto en el piso derecho del gabinete,cama,image1055
Cuál es el objeto en la cama,almohada,image1055
Cuántas camas hay,2,image1055
Cuál es el objeto cerca de la pared a la izquierda de la cama,ventana,image1055
Cuántas sillas hay,1,image1058
Cuál es el objeto en el piso derecho de la silla,cubo_de_basura,image1058
Cuál es el objeto en la mesa,ropa,image1058
Cuál es el objeto más grande,cama,image1058
Qué objetos hay en la cama,"almohada, manta, sábanas",image1058
Cuál es el objeto en el piso derecho de la cama,gabinete,image1058
Cuál es el objeto más grande,cama,image1063
Cuál es el objeto cerca de la pared,imagen,image1063
Cuál es el objeto en el suelo frente a la pared,altavoz,image1063
Cuál es el objeto en el segundo estante,foto,image1065
Cuál es el objeto en el suelo frente a la pared,gabinete,image1065
Cuál es el objeto cerca de la perilla de la puerta,juguete,image1065
Cuál es el objeto más grande,cama,image1066
Cuál es el objeto en el piso derecho de la cama,taburete,image1066
Cuál es el objeto en el suelo frente a la mesa,bolsa,image1066
Cuál es el objeto en el piso debajo de la ventana,taburete,image1068
Cuál es el objeto en el piso derecho del taburete,cubo_de_basura,image1068
Cuál es el objeto en la caja azul,bolsa,image1068
Cuál es el objeto en la caja azul,bolsa,image1068
Cuál es el objeto en el piso derecho de la mesa,bolsa,image1068
Cuántas sillas hay,1,image1068
Cuál es el objeto más grande,cama,image1075
Cuál es el objeto en el piso derecho de la cama,taburete,image1075
Cuál es el objeto cerca de la pared derecha de la pantalla,ventana,image1075
Cuál es el objeto cerca de la cama,escalera,image1077
Cuál es el objeto más grande,cama,image1077
Cuál es el objeto cerca de la pared,imagen,image1077
Cuál es el objeto cerca de la pared,imagen,image1078
Cuál es el objeto en el piso a la izquierda de la pared,cama,image1078
Cuál es el objeto en la mesa,juguete,image1078
Cuántas sillas hay,1,image1082
Cuál es el objeto en el piso a la izquierda de la pared,sofá,image1082
Cuál es el objeto cerca de la pared,imagen,image1082
Cuál es el objeto en el suelo frente a la pared,sofá,image1083
Qué es el objeto en el sofá,almohada,image1083
Cuál es el objeto en el taburete,bolsa,image1083
Cuáles son los objetos cerca de las estanterías,libros,image1084
Cuál es el objeto más grande de la mesa,monitor,image1084
Cuál es el objeto en el suelo frente a la mesa,silla,image1084
Cuál es el objeto en el taburete,lámpara,image1086
Cuántos sofás hay,2,image1086
Cuál es el objeto cerca de la pared,espejo,image1086
Cuál es el objeto más grande,cama,image1092
Cuál es el objeto en el piso a la izquierda de la cama,lámpara,image1092
Cuál es el objeto en la cama,almohada,image1092
Cuál es el objeto cerca de la pared,imagen,image1093
Cuál es el objeto en el suelo frente a la pared,gabinete,image1093
Cuál es el objeto en el suelo frente a la pared,bolsa,image1093
Cuál es el objeto en el taburete,lámpara,image1094
Qué objetos hay en la cama,"almohada, manta",image1094
Cuál es el objeto cerca de la pared,foto,image1094
Cuál es el objeto más grande,cama,image1097
Qué objetos hay en la cama,"almohada, manta",image1097
Cuál es el objeto cerca de la pared sobre el taburete,ventana,image1097
Cuál es el objeto cerca de la pared sobre la silla,ventana,image1093
Cuál es el objeto más grande,cama,image1093
Cuál es el objeto delante de la cama,lámpara,image1093
Cuál es el objeto más grande,cama,image1105
Cuál es el objeto en la cama,manta,image1105
Cuál es el objeto cerca de la pared sobre la cama,ventana,image1105
Cuántas sillas hay,1,image1106
Cuál es el objeto cerca de la pared detrás de la silla,puerta,image1106
Cuál es el objeto cerca de la puerta,pomo_de_la_puerta,image1106
Cuál es el objeto más grande,cama,image1116
Cuál es el objeto en la cama,almohada,image1116
Cuál es el objeto cerca de la pared,imagen,image1116
Cuál es el objeto en la cama,almohada,image1116
Cuál es el objeto más grande en el taburete,lámpara,image1116
Cuál es el objeto en el suelo frente a la pared,taburete,image1116
Cuál es el objeto de la silla,almohada,image1119
Cuántas sillas hay,2,image1119
Cuál es el objeto en el piso debajo de la ventana,taburete,image1119
Cuántas fotos hay en la pared,3,image1124
Cuál es el objeto más grande,cama,image1124
Cuál es el objeto en el suelo frente a la cama,juguete,image1124
Cuántas camas hay,2,image1127
Cuál es el objeto cerca de la pared a la izquierda de la ventana,imagen,image1127
Qué objetos hay en la cama,"almohada, manta, sábanas",image1127
Cuál es el objeto cerca de la pared sobre la cama,imagen,image1129
Qué objetos hay en la cama,"almohada, manta",image1129
Cuál es el objeto en el piso derecho de la cama,taburete,image1129
Cuál es el objeto más grande,cama,image1133
Cuántas almohadas hay en la cama,2,image1133
Cuál es el objeto en el taburete,lámpara,image1133
Cuál es el objeto en el taburete,televisión,image1138
Cuál es el objeto más grande,cama,image1138
Qué es el objeto detrás de la cama,lámpara,image1138
Cuál es el objeto más grande,cama,image1141
Cuáles son los objetos en el estante,libros,image1141
Cuál es el objeto cerca de la pared a la izquierda de la estantería,ventana,image1141
Cuáles son los objetos en el estante,libros,image1145
Cuántas puertas están abiertas,1,image1145
Cuál es el objeto más grande,cama,image1147
Qué objetos hay en la cama,"almohada, manta",image1147
Cuál es el objeto en el piso derecho de la cama,taburete,image1147
Cuál es el objeto en el suelo cerca de la pared,imagen,image1149
Cuál es el objeto en el suelo frente a la pared,gabinete,image1149
Cuál es el objeto en el gabinete,cama,image1153
Qué objetos hay en la cama,ropa,image1153
Cuál es el objeto en el suelo,gabinete,image1153
Cuál es el objeto en el suelo delante de la silla,bolsa,image1154
Cuántas sillas hay,1,image1154
Cuál es el objeto cerca del gabinete,bolsa,image1154
Cuáles son los objetos en el estante,libros,image1156
Cuál es el objeto en el piso a la izquierda de la estantería,cama,image1156
Cuál es el objeto en el piso a la izquierda de la mesa,canasta,image1156
Cuál es el objeto en el gabinete,foto,image1159
Cuántas fotos hay cerca de la pared,2,image1159
Cuál es el objeto más grande,gabinete,image1159
Cuántas fotos hay cerca de la pared,3,image1161
Cuál es el objeto en el suelo frente a la pared,mesa,image1161
Cuál es el objeto más grande de la mesa,lámpara,image1161
Cuál es el objeto cerca de la pared sobre el taburete,ventana,image1162
Cuál es el objeto en la mesa,foto,image1162
Cuál es el objeto más grande,cama,image1163
Cuál es el objeto en la cama,almohada,image1163
Cuál es el objeto en el suelo frente a la pared,taburete,image1163
Cuál es el objeto más grande,cama,image1162
Cuál es el objeto en la cama,almohada,image1162
Cuál es el objeto cerca de la pared sobre la cama,ventana,image1162
Cuál es el objeto en el suelo en la esquina,lámpara,image1167
Cuál es el objeto en el piso derecho de la pared,gabinete,image1167
Cuál es el objeto en el estante,foto,image1167
Cuál es el objeto más grande,cama,image1168
Cuántas almohadas hay en la cama,2,image1168
Cuál es el objeto en el suelo,caja,image1168
Cuántas sillas hay,8,image6
Cuántas escaleras marrones hay,1,image6
Cuántas cámaras negras están colgando al lado de la pared,3,image6
Qué son los objetos rojos,escalera,image7
Cuántos monitores hay,3,image7
Cuántas cámaras negras hay,5,image7
Cuántos relojes hay en la pared blanca sobre el teléfono,1,image8
Qué es el objeto verde detrás de la silla nido al teléfono y el reloj,cortina,image8
Cuántos objetos verdes hay,1,image8
Cuál es el objeto rojo en la pared blanca detrás del contenedor de basura,extintor,image8
Cuál es el objeto rojo en la mesa marrón frente a la pared blanca,bandeja_papel,image9
Cuántos contenedores de basura de cobalto hay,1,image9
Cuál es el gran objeto marrón en la pared blanca,tablero_de_corcho,image9
Cuál es el objeto blanco en la pared mientras,estante_papel,image10
Cuántos objetos grandes de cobalto hay,1,image10
Cuántas impresoras hay,2,image11
Cuántas grapadoras blancas hay en la mesa,3,image11
Cuántos pedazos de papel hay en la pared blanca detrás del estante de papel,2,image12
Cuál es el objeto redondo en el segundo gabinete blanco a la derecha,reloj,image13
Cuántas fotos hay por encima del reloj en el segundo gabinete blanco a la derecha,2,image13
Cuántos monitores blancos hay,1,image13
Cuántos fans hay,1,image13
Cuántas ventanas hay,2,image14
Cuál es el objeto verde delante de la ventana,planta,image14
Qué es el objeto de apio al lado de la ventana y la planta y frente de la pared blanca,sofá,image14
Qué objeto hay en la pared blanca sobre el sofá de apio,imagen,image14
Cuántos extintores rojos hay en la pared blanca,1,image15
Qué objeto está en la pared delante del extintor de incendios,imagen,image15
Cuál es el objeto blanco en la parte superior de la mesa marrón,impresora,image16
Cuántas impresoras blancas hay,2,image16
Cuántas escaleras hay al lado de la pared blanca,1,image16
Cuántos libros de cobalto hay en la estantería,2,image16
Cuál es el objeto marrón sobre el tocador blanco,estantería,image17
Cuál es el objeto blanco debajo de la estantería marrón,tocador,image17
Cuántas escaleras hay,1,image17
Cuántas cortinas de apio hay,1,image18
Cuántas sillas giratorias negras hay alrededor de la mesa marrón,6,image19
Qué objeto está por encima de la mesa marrón y por debajo del techo blanco,proyector,image19
Cuántas sillas giratorias moradas hay,1,image19
Cuántos sillones negros hay al lado de la mesa marrón y frente a la pared blanca,1,image21
Cuántas tablas de corcho marrón hay en la pared por encima de la silla negra y la mesa marrón oscuro,1,image21
Cuál es el objeto en la mesa marrón oscuro,botella_de_jabon,image21
Cuál es el objeto redondo blanco y negro en la parte superior derecha del tablero de corcho marrón,reloj,image22
Cuál es el objeto de cobalto en el suelo y al lado de la mesa,cubo_de_basura,image22
Cuál es el objeto blanco en la mesa negra y al lado del tablero blanco,impresora,image22
Cuántas sillas giratorias negras hay delante de la pared blanca,1,image23
Cuántos teléfonos negros hay en la mesa marrón claro,1,image23
Cuál es el objeto en la parte superior derecha del tablero de corcho marrón,reloj,image23
Cuántas grapadoras hay en la mesa marrón claro debajo de la estantería,2,image24
Cuál es el gran objeto blanco al lado de la pared blanca en la mesa pequeña,impresora,image24
Cuántas impresoras hay,1,image25
Cuántos gobernantes hay,1,image25
Cuál es el objeto debajo de las dos sillas rojas,pizarra,image26
Cuántas sillas rojas hay,5,image27
Qué objeto está delante de la ventana debajo del techo,pantalla_proyector,image27
Cuántos contenedores de la marina hay,2,image28
Qué hay en el objeto marrón al lado del sillón negro,mesa,image28
Cuál es el objeto en la pared detrás de la caja de la marina izquierda,pizarra,image28
Cuántos monitores negros hay,1,image29
Cuántos hablantes negros hay,2,image29
Cuál es el objeto negro entre los dos altavoces negros,monitor,image30
Cuántas sillas giratorias hay delante de la mesa marrón,1,image30
Qué objeto está detrás de la mesa y el monitor,enfriador_de_agua,image31
Qué objeto está en el refrigerador de agua,botella,image31
Cuántas sillas giratorias rojas hay,2,image31
Cuántos hablantes negros hay,2,image32
Qué es el objeto debajo de la botella,enfriador_de_agua,image32
Cuál es el objeto en la pared blanca detrás de la silla roja,pizarra,image33
De qué color es la silla giratoria,rojo,image33
Cuántos borradores de pizarra hay,1,image33
Cuál es el objeto delante de la pizarra,silla,image33
Cuántos sofás rojos hay,2,image35
Cuántos sillones rojos hay,1,image35
Cuántos sofás rojos hay,1,image36
Cuántos contenedores de cobalto hay,1,image37
Cuál es el objeto redondo en la parte superior izquierda de la tabla de corcho gris,reloj,image37
Cuántas lámparas hay,2,image37
Cuántas impresoras hay,2,image38
Cuántas grapadoras negras hay en la mesa marrón,2,image38
Cuál es el objeto negro en la mesa marrón,teléfono,image39
Cuántas sillas giratorias hay alrededor de la mesa,4,image39
Cuántos objetos negros hay en la mesa,1,image39
De qué color es la silla giratoria junto al rollo de la cocina,rojo,image40
De qué color son las persianas,rojo,image40
Cuál es el objeto grande en la pared blanca,pizarra,image41
De qué color es la silla roja al lado de la mesa,rojo,image41
Cuántas puertas hay,1,image43
Cuál es el objeto marrón en el lado derecho,puerta,image43
Cuál es el gran objeto negro al lado de la puerta marrón,sofá,image43
De qué color es el sofá,negro,image43
Cuántos objetos negros hay,1,image43
Cuál es el gran objeto blanco en la esquina izquierda,inodoro,image44
Cuántos cepillos de dientes hay,2,image44
Cuál es el objeto rosa claro al lado del fregadero,cepillo_pelo,image44
Cuál es el objeto al lado del fregadero y delante del vidrio,pasta_dental,image44
De qué color es el cepillo de pelo,rosa,image45
Cuál es el objeto detrás de la pasta de dientes,vidrio,image45
Cuál es el objeto blanco en el centro,fregadero,image46
Cuál es el objeto entre el fregadero y la toalla blanca,maceta,image46
De qué color es la toalla,blanco,image46
Cuál es el objeto azul claro en el lado izquierdo,cortina_de_la_ducha,image47
Qué es ese pequeño objeto blanco al lado del inodoro,papel_higiénico,image47
Cuál es el objeto rojo debajo del espejo,caja_de_pañuelos,image47
Cuál es el objeto violeta al lado del grifo,botella_de_jabon,image48
Cuál es el gran objeto blanco en el lado derecho,fregadero,image48
De qué color es el fregadero,blanco,image48
Cuál es el objeto rosa claro al lado del fregadero,botella_de_jabon,image49
Cuántos cepillos de dientes electrónicos azules hay,1,image49
Cuántos cepillos de dientes de cobalto hay,2,image49
Qué es el objeto del gran camello de la derecha,sofá,image50
De qué color es el sofá,marrón,image50
Cuántas lámparas hay,1,image50
Cuántas almohadas hay en la esquina del sofá del camello,1,image50
Cuántos sillones negros hay al lado de la pared blanca,1,image51
Cuál es el objeto más grande,estantería,image51
Cuál es el objeto blanco en el candelabro,vela,image52
Cuántos plátanos hay en el plato negro,2,image52
Cuál es el objeto grande en la pared blanca detrás de las velas blancas,espejo,image52
Qué es el nido de objetos metálicos a la pared blanca en el suelo,papelera,image53
Cuál es el objeto más grande de la mesa,libro,image53
Cuál es el gran objeto blanco en la mesa al lado del libro,computadora_portátil,image54
Cuántos objetos hay en la pared,2,image54
Cuántas almohadas hay en la cama,3,image56
Cuál es el objeto en el tocador,caja_de_pañuelos,image56
Cuál es el objeto marrón claro al lado de la cama,tocador,image56
Qué es el objeto verde detrás de la silla negra,caja_de_pañuelos,image57
Qué es el gran objeto negro en el lado izquierdo,silla,image57
Cuántas almohadas marrones hay en la cama,2,image58
Cuántos objetos hay en la pared,1,image58
Cuántos objetos negros hay,2,image59
Cuál es el objeto blanco en el suelo junto a la pared,papel_higiénico,image59
Qué es el objeto blanco grande,colchón,image60
Cuántas bolsas de papel marrones hay en el suelo,1,image61
Qué es el gran objeto marrón,tocador,image62
Qué es el gran objeto negro en el tocador frente a la pared blanca,monitor,image63
Cuál es el objeto marrón claro en la esquina derecha,tocador,image63
Cuántas almohadas blancas hay en la cama,1,image64
Cuántos objetos negros hay,1,image65
Cuál es el gran objeto marrón,tocador,image66
Cuál es el objeto más grande,1,image66
Cuál es el gran objeto blanco en el lado izquierdo del tocador marrón claro,cortina,image66
Cuántos objetos marrones hay,1,image66
Cuál es el objeto más grande,estantería,image67
De qué color es el tocador,marrón,image68
Qué solor es la estantería,marrón,image69
Cuántas bolsas rosas hay,1,image69
Cuántas almohadas hay en la cama,2,image70
Cuántas velas hay,2,image1379
De qué color son las paredes,azul,image1381
De qué color es el piano,marrón,image1387
Cuántos objetos hay en la pared y en el lado izquierdo de la ventana,3,image1390
Cuántos marcos hay en la pared,3,image1397
De qué color es la cortina,blanco,image1401
Cuántos espejos hay en la pared,1,image1405
Cuántas sillas marrones oscuras hay,8,image1406
De qué color son las paredes,blanco,image1407
Cuántos marcos hay en la pared,2,image1408
Cuántos objetos hay en la pared,1,image1414
Cuántas sillas púrpura hay,1,image1419
Cuántas sillas blancas hay alrededor de la mesa,8,image1428
Cuántas sillas hay alrededor de la mesa marrón,7,image1431
De qué color es la mesa de la cena,marrón,image1433
Cuántas ventanas hay,1,image1438
Cuántas lámparas hay,1,image1443
Cuántas almohadas hay en el sofá del lado derecho del hombre,2,image229
Cuántas ventanas hay,3,image1324
De qué color es el microondas,blanco,image791
Qué es el objeto rojo colgado en la pared blanca nido al paraguas,bolsa,image150
Cuántas escaleras hay,1,image1201
De qué color es el sillón detrás de la mesa,blanco,image1204
Cuántas almohadas hay en la cama,2,image1021
Cuál es el objeto marrón oscuro al lado de la cama grande marrón oscuro,cajón,image972
Qué es el objeto marrón delante del sofá,cartón,image486
Cuántas ventanas hay,4,image275
De qué color es la pelota al lado de la cama,rojo,image1185
Cuántos monitores hay,1,image819
Cuántas almohadas hay en el sofá grande,2,image368
de qué color es la silla,negro,image360
Cuál es el objeto negro en la esquina del escritorio,monitor,image638
De qué color es la maceta de flores en la mesa,negro,image1207
Cuántas sillas negras hay,2,image470
Cuántas puertas abiertas hay,1,image221
Cuántas lámparas hay,1,image1048
de qué color es la silla,rojo,image256
Cuál es el objeto por encima del inodoro y el fregadero,espejo,image738
Cuántos marcos de imagen hay en la pared,5,image1413
De qué color es el contenedor de basura,blanco,image826
De qué color son las sillas pequeñas,rojo,image1315
Cuántos sillones hay,1,image592
De qué color es la toalla,rosa,image690
Cuál es el objeto más grande,piano,image1282
De qué color son los armarios,marrón,image197
Cuántos vestidores hay,2,image1047
Cuál es el objeto grande en el lado izquierdo del inodoro y frente a la pared,cubo_de_basura,image508
Cuántas mesas hay,2,image1419
Cuántos lavabos hay,2,image735
De qué color son las sillas,negro,image284
Cuál es el gran objeto blanco en el lado derecho,tabla_de_planchar,image492
Cuántas ventanas hay,3,image748
Cuántas mesas redondas marrones hay,2,image227
De qué color es la cortina,blanco,image1401
Cuántas sillas hay,1,image887
De qué color es la puerta,blanco,image1397
Cuántos marcos rectangulares hay en la pared y encima de la lámpara,1,image217
De qué color es la toalla,blanco,image727
Cuántas puertas abiertas hay,1,image212
Cuál es el objeto en la pared y encima del televisor,reloj,image163
de qué color es el teléfono,negro,image856
De qué color es el tablero,negro,image323
Cuántas fotos hay en la pared blanca,2,image183
Cuántos marcos hay en la pared y encima del tocador,3,image921
Cuál es el objeto negro frente a la pared blanca y entre las dos ventanas,mesa,image1279
Cómo están las sillas negras de Manu,2,image1255
De qué color es la tetera eléctrica,negro,image844
Cuántos objetos hay en la manta blanca,1,image953
Qué es el gran objeto negro al lado de los libros,televisión,image1251
Cuántas almohadas hay en la cama,2,image1075
Cuántas sillas hay alrededor de la mesa,6,image550
Cuántos objetos hay en la pared,1,image167
De qué color es el rollo de toallas de papel,1,image252
Cuántos cajones hay,5,image670
De qué color son los armarios,blanco,image870
Cuántas sillas marrones oscuras hay alrededor de la mesa,3,image799
Cuántas sillas negras hay al lado de la mesa,2,image596
Cuál es el objeto grande en el gran tocador marrón oscuro,televisión,image1193
Cuántas toallas hay,3,image674
Cuántas computadoras portátiles hay,1,image146
Cuántas almohadas hay en el sillón gris,1,image173
Cuál es el gran objeto blanco en el lado derecho de la cama marrón,almohada,image398
Cuántas lámparas hay,1,image1167
Cuántos cuchillos blancos hay,2,image898
Cuántas mesas de juego hay,1,image342
De qué color es el cajón,negro,image975
Cuál es el objeto frente a la ventana,cortina,image1113
Cuántas almohadas hay en el sofá rojo,4,image202
Cuántas camas hay,2,image931
Cuántas fotos hay en la cómoda,1,image175
Dónde están los libros,estantería,image627
Cuál es el objeto más grande,mesa,image1359
Cuántas puertas hay,2,image681
Cuál es el gran objeto blanco detrás de la mesa,refrigerador,image415
Cuántos sofás hay,2,image598
Cuántos marcos de imagen hay,2,image842
De qué color es la estantería,marrón,image90
Cuántas toallas azules hay,2,image688
Cuántos escritorios marrones claros hay delante de la pared blanca y detrás de la silla marrón oscuro,1,image1173
Cuántas almohadas rojas hay en el sofá,2,image644
Cuántos taburetes de cuero cuadrados hay,1,image434
Qué es el objeto negro delante de la estufa,papelera,image568
Cuál es el objeto grande en la pared por encima de la toalla del fregadero y el grifo,espejo,image656
Cuántas velas blancas hay,3,image1428
Cuántos objetos hay en la mesa,2,image414
Cuántas camas hay,2,image1186
Cuál es el objeto más grande en la imagen 1170 que contiene algún libro,estantería,image1170
Cuál es el objeto verde delante de la pizarra,planta,image120
De qué color son las sillas,azul,image307
Cuántas mesas de té de color marrón oscuro hay,1,image419
De qué color es el sillón,marrón,image444
Cuántos sillones hay,2,image1265
Cuántas mesas azules hay,1,image319
Cuál es el objeto marrón oscuro más grande,mesa,image1407
Cuál es el objeto por encima de las sillas y al lado del reloj,ventana,image282
Cuál es el objeto blanco frente a la pared,toalla,image665
Cuál es el gran objeto blanco en el lado izquierdo en el hervidor electrónico negro,refrigerador,image875
De qué color son los armarios,marrón,image138
De qué color es el sofá,marrón,image1311
Cuántos espejos hay en la pared y al lado de la ventana,1,image990
De qué color es la silla mecedora,marrón,image1106
Cuántas sillas azules hay alrededor de la mesa redonda,4,image322
Cuántos rollos de toallas de papel hay,1,image759
De qué color es el contenedor de basura,blanco,image952
De qué color son los sillones,marrón,image379
Cuántas televisoras hay,1,image595
Cuál es el objeto más grande,sofá,image209
De qué color son las sillas alrededor de la mesa,azul,image327
Qué es el animal negro que está acostado en la alfombra y frente al sofá azul,perro,image1331
De qué color es la mesa,marrón,image1364
Cuántos sofás hay,1,image1337
Cuántas mesas marrones hay,3,image1289
De qué color es la manta,blanco,image1105
Cuántas mesas hay,2,image85
De qué color son los armarios,marrón,image765
Cuántos marcos hay en la pared,3,image1161
De qué color es el tocador,marrón,image1055
